request_id,profile,phase,timestamp_sent,timestamp_received,latency_ms,http_status,error
88,burst,spike,1777001399.004837,1777001399.538892,534.0549945831299,200,
89,burst,spike,1777001399.0068521,1777001399.451147,444.29492950439453,200,
90,burst,spike,1777001399.009001,1777001399.463377,454.3759822845459,200,
91,burst,spike,1777001399.0109131,1777001399.474209,463.29593658447266,200,
92,burst,spike,1777001399.012966,1777001399.47418,461.2140655517578,200,
93,burst,spike,1777001399.014849,1777001399.511424,496.57511711120605,200,
94,burst,spike,1777001399.016971,1777001399.493047,476.0758876800537,200,
95,burst,spike,1777001399.018836,1777001399.478359,459.52296257019043,200,
96,burst,spike,1777001399.020811,1777001399.513974,493.1628704071045,200,
97,burst,spike,1777001399.023582,1777001399.490171,466.58897399902344,200,
98,burst,spike,1777001399.0248551,1777001399.516284,491.4288520812988,200,
99,burst,spike,1777001399.026964,1777001399.470022,443.0580139160156,200,
100,burst,spike,1777001399.029239,1777001399.5204659,491.2269115447998,200,
101,burst,spike,1777001399.030868,1777001399.5137112,482.84316062927246,200,
102,burst,spike,1777001399.032938,1777001399.504541,471.6029167175293,200,
103,burst,spike,1777001399.037353,1777001399.4041972,366.84417724609375,200,
104,burst,spike,1777001399.037469,1777001399.4879858,450.516939163208,200,
105,burst,spike,1777001399.040134,1777001399.5044658,464.33186531066895,200,
106,burst,spike,1777001399.040769,1777001399.4980748,457.3056697845459,200,
107,burst,spike,1777001399.042954,1777001399.544574,501.6200542449951,200,
108,burst,spike,1777001399.044933,1777001399.5603662,515.4330730438232,200,
109,burst,spike,1777001399.046834,1777001399.504735,457.9010009765625,200,
110,burst,spike,1777001399.0492768,1777001399.5114539,462.177038192749,200,
111,burst,spike,1777001399.050899,1777001399.5517251,500.8261203765869,200,
112,burst,spike,1777001399.052935,1777001399.523961,471.0261821746826,200,
113,burst,spike,1777001399.054933,1777001399.525048,470.11494636535645,200,
114,burst,spike,1777001399.057085,1777001399.404225,347.1400737762451,200,
115,burst,spike,1777001399.059066,1777001399.560406,501.3399124145508,200,
116,burst,spike,1777001399.060877,1777001399.5480802,487.20312118530273,200,
117,burst,spike,1777001399.062963,1777001399.544611,481.6479682922363,200,
118,burst,spike,1777001399.064811,1777001399.538931,474.1199016571045,200,
119,burst,spike,1777001399.066972,1777001399.544371,477.3988723754883,200,
120,burst,spike,1777001399.0688698,1777001399.516174,447.30424880981445,200,
121,burst,spike,1777001399.0709279,1777001399.539056,468.1282043457031,200,
122,burst,spike,1777001399.072783,1777001399.528176,455.39307594299316,200,
123,burst,spike,1777001399.0747688,1777001399.5724301,497.6613521575928,200,
124,burst,spike,1777001399.077236,1777001399.569212,491.9760227203369,200,
125,burst,spike,1777001399.078874,1777001399.569011,490.13686180114746,200,
126,burst,spike,1777001399.080936,1777001399.569309,488.3730411529541,200,
127,burst,spike,1777001399.0829172,1777001399.560451,477.53381729125977,200,
128,burst,spike,1777001399.0853179,1777001399.561447,476.12905502319336,200,
129,burst,spike,1777001399.086786,1777001399.5726368,485.8508110046387,200,
130,burst,spike,1777001399.088752,1777001399.56896,480.2079200744629,200,
131,burst,spike,1777001399.09143,1777001399.568667,477.2369861602783,200,
132,burst,spike,1777001399.093374,1777001399.5778828,484.508752822876,200,
133,burst,spike,1777001399.094713,1777001399.572595,477.88190841674805,200,
134,burst,spike,1777001399.0971289,1777001399.593649,496.5200424194336,200,
135,burst,spike,1777001399.098787,1777001399.6298711,531.0840606689453,200,
136,burst,spike,1777001399.100905,1777001399.60536,504.4550895690918,200,
137,burst,spike,1777001399.102724,1777001399.589248,486.5238666534424,200,
138,burst,spike,1777001399.1048698,1777001399.5933928,488.523006439209,200,
139,burst,spike,1777001399.1068978,1777001399.5845718,477.6740074157715,200,
140,burst,spike,1777001399.108969,1777001399.6228638,513.89479637146,200,
141,burst,spike,1777001399.111113,1777001399.5726771,461.5640640258789,200,
142,burst,spike,1777001399.112733,1777001399.605599,492.86603927612305,200,
143,burst,spike,1777001399.11496,1777001399.5691662,454.2062282562256,200,
144,burst,spike,1777001399.116894,1777001399.5806131,463.71912956237793,200,
145,burst,spike,1777001399.118848,1777001399.605313,486.4649772644043,200,
146,burst,spike,1777001399.1219652,1777001399.5960672,474.1020202636719,200,
147,burst,spike,1777001399.1231601,1777001399.6269388,503.77869606018066,200,
148,burst,spike,1777001399.124832,1777001399.5911338,466.30191802978516,200,
149,burst,spike,1777001399.126924,1777001399.578518,451.59387588500977,200,
150,burst,spike,1777001399.1288671,1777001399.57756,448.69279861450195,200,
151,burst,spike,1777001399.130882,1777001399.470152,339.26987648010254,200,
152,burst,spike,1777001399.133279,1777001399.585396,452.1169662475586,200,
153,burst,spike,1777001399.134799,1777001399.5912142,456.41517639160156,200,
154,burst,spike,1777001399.1369112,1777001399.593697,456.7859172821045,200,
155,burst,spike,1777001399.138861,1777001399.605265,466.4039611816406,200,
156,burst,spike,1777001399.1413188,1777001399.607958,466.63928031921387,200,
157,burst,spike,1777001399.142762,1777001399.6152508,472.4888801574707,200,
158,burst,spike,1777001399.144747,1777001399.608269,463.52195739746094,200,
159,burst,spike,1777001399.1467671,1777001399.6082199,461.4527225494385,200,
160,burst,spike,1777001399.148897,1777001399.4864798,337.5828266143799,200,
161,burst,spike,1777001399.15079,1777001399.615032,464.24198150634766,200,
162,burst,spike,1777001399.152908,1777001399.634615,481.7068576812744,200,
163,burst,spike,1777001399.154921,1777001399.5962281,441.30706787109375,200,
164,burst,spike,1777001399.1568499,1777001399.659437,502.58708000183105,200,
165,burst,spike,1777001399.158737,1777001399.6365728,477.83589363098145,200,
166,burst,spike,1777001399.161491,1777001399.496959,335.468053817749,200,
167,burst,spike,1777001399.1627572,1777001399.60817,445.41287422180176,200,
168,burst,spike,1777001399.164787,1777001399.6185758,453.78875732421875,200,
169,burst,spike,1777001399.166753,1777001399.572926,406.1729907989502,200,
170,burst,spike,1777001399.1688309,1777001399.635243,466.4120674133301,200,
171,burst,spike,1777001399.170879,1777001399.51125,340.37113189697266,200,
172,burst,spike,1777001399.1727722,1777001399.6350899,462.31770515441895,200,
173,burst,spike,1777001399.176278,1777001399.6299992,453.7210464477539,200,
174,burst,spike,1777001399.176954,1777001399.5140128,337.05878257751465,200,
175,burst,spike,1777001399.1802518,1777001399.692093,511.8410587310791,200,
176,burst,spike,1777001399.1811929,1777001399.5251431,343.9502716064453,200,
177,burst,spike,1777001399.182681,1777001399.5138502,331.16912841796875,200,
178,burst,spike,1777001399.184696,1777001399.544937,360.2409362792969,200,
179,burst,spike,1777001399.186887,1777001399.52826,341.3729667663574,200,
180,burst,spike,1777001399.1888452,1777001399.520258,331.41279220581055,200,
181,burst,spike,1777001399.19088,1777001399.658313,467.43297576904297,200,
182,burst,spike,1777001399.1928918,1777001399.511391,318.4990882873535,200,
183,burst,spike,1777001399.194651,1777001399.528451,333.8000774383545,200,
184,burst,spike,1777001399.197275,1777001399.660008,462.73303031921387,200,
185,burst,spike,1777001399.198758,1777001399.513816,315.05823135375977,200,
186,burst,spike,1777001399.200725,1777001399.6595168,458.79173278808594,200,
187,burst,spike,1777001399.202715,1777001399.536889,334.17415618896484,200,
188,burst,spike,1777001399.204669,1777001399.538966,334.29694175720215,200,
189,burst,spike,1777001399.207266,1777001399.6898901,482.6240539550781,200,
190,burst,spike,1777001399.208678,1777001399.520363,311.68508529663086,200,
191,burst,spike,1777001399.210816,1777001399.544904,334.0880870819092,200,
192,burst,spike,1777001399.212636,1777001399.660144,447.5080966949463,200,
193,burst,spike,1777001399.2146518,1777001399.647306,432.65414237976074,200,
194,burst,spike,1777001399.2168949,1777001399.692419,475.5241870880127,200,
195,burst,spike,1777001399.218851,1777001399.690817,471.966028213501,200,
196,burst,spike,1777001399.2208042,1777001399.544971,324.16677474975586,200,
197,burst,spike,1777001399.222819,1777001399.551616,328.7968635559082,200,
198,burst,spike,1777001399.225461,1777001399.557405,331.9439888000488,200,
199,burst,spike,1777001399.226742,1777001399.659586,432.8439235687256,200,
200,burst,spike,1777001399.2293708,1777001399.6907678,461.3969326019287,200,
201,burst,spike,1777001399.230727,1777001399.692787,462.05997467041016,200,
202,burst,spike,1777001399.232789,1777001399.5446851,311.89608573913574,200,
203,burst,spike,1777001399.2347991,1777001399.6904802,455.68108558654785,200,
204,burst,spike,1777001399.2366452,1777001399.5481842,311.5389347076416,200,
205,burst,spike,1777001399.2387269,1777001399.551139,312.4122619628906,200,
206,burst,spike,1777001399.240833,1777001399.6937668,452.93378829956055,200,
207,burst,spike,1777001399.242678,1777001399.528408,285.73012351989746,200,
208,burst,spike,1777001399.2448719,1777001399.692464,447.59225845336914,200,
209,burst,spike,1777001399.246776,1777001399.536991,290.21477699279785,200,
210,burst,spike,1777001399.248648,1777001399.5778382,329.1902542114258,200,
211,burst,spike,1777001399.250706,1777001399.551052,300.34613609313965,200,
212,burst,spike,1777001399.252843,1777001399.5599208,307.07788467407227,200,
213,burst,spike,1777001399.254792,1777001399.5603242,305.53221702575684,200,
214,burst,spike,1777001399.256688,1777001399.692648,435.9598159790039,200,
215,burst,spike,1777001399.2588181,1777001399.560489,301.67078971862793,200,
216,burst,spike,1777001399.2608361,1777001399.6905138,429.67772483825684,200,
217,burst,spike,1777001399.262775,1777001399.5574489,294.6739196777344,200,
218,burst,spike,1777001399.266455,1777001399.5517619,285.3069305419922,200,
219,burst,spike,1777001399.267605,1777001399.6596549,392.04978942871094,200,
220,burst,spike,1777001399.268637,1777001399.560054,291.41712188720703,200,
221,burst,spike,1777001399.2706401,1777001399.63828,367.63978004455566,200,
222,burst,spike,1777001399.272618,1777001399.545558,272.93992042541504,200,
223,burst,spike,1777001399.274831,1777001399.560095,285.2640151977539,200,
224,burst,spike,1777001399.27665,1777001399.6598022,383.1522464752197,200,
225,burst,spike,1777001399.278719,1777001399.54487,266.15095138549805,200,
226,burst,spike,1777001399.281742,1777001399.544649,262.9067897796631,200,
227,burst,spike,1777001399.282617,1777001399.5784771,295.86005210876465,200,
228,burst,spike,1777001399.284789,1777001399.725214,440.42491912841797,200,
229,burst,spike,1777001399.2868218,1777001399.690675,403.853178024292,200,
230,burst,spike,1777001399.288789,1777001399.561548,272.75896072387695,200,
231,burst,spike,1777001399.290784,1777001399.692831,402.04715728759766,200,
232,burst,spike,1777001399.2928152,1777001399.711523,418.70784759521484,200,
233,burst,spike,1777001399.294687,1777001399.703854,409.1670513153076,200,
234,burst,spike,1777001399.296602,1777001399.588935,292.33288764953613,200,
235,burst,spike,1777001399.298603,1777001399.715302,416.6989326477051,200,
236,burst,spike,1777001399.300711,1777001399.580982,280.271053314209,200,
237,burst,spike,1777001399.30279,1777001399.557267,254.47702407836914,200,
238,burst,spike,1777001399.304739,1777001399.578006,273.2670307159424,200,
239,burst,spike,1777001399.306745,1777001399.605408,298.6629009246826,200,
240,burst,spike,1777001399.309746,1777001399.5990348,289.2887592315674,200,
241,burst,spike,1777001399.310584,1777001399.717938,407.35387802124023,200,
242,burst,spike,1777001399.313092,1777001399.578044,264.9519443511963,200,
243,burst,spike,1777001399.3147311,1777001399.584367,269.6359157562256,200,
244,burst,spike,1777001399.3167748,1777001399.578208,261.4331245422363,200,
245,burst,spike,1777001399.319175,1777001399.691999,372.82395362854004,200,
246,burst,spike,1777001399.3207371,1777001399.715349,394.6118354797363,200,
247,burst,spike,1777001399.322756,1777001399.584467,261.71088218688965,200,
248,burst,spike,1777001399.324756,1777001399.6351948,310.438871383667,200,
249,burst,spike,1777001399.3267572,1777001399.593598,266.84069633483887,200,
250,burst,spike,1777001399.328751,1777001399.59082,262.0689868927002,200,
251,burst,spike,1777001399.330576,1777001399.589207,258.63099098205566,200,
252,burst,spike,1777001399.332702,1777001399.611017,278.31506729125977,200,
253,burst,spike,1777001399.334605,1777001399.5962791,261.674165725708,200,
254,burst,spike,1777001399.3367639,1777001399.605691,268.92709732055664,200,
255,burst,spike,1777001399.3387442,1777001399.6056461,266.90196990966797,200,
256,burst,spike,1777001399.34077,1777001399.6112902,270.5202102661133,200,
257,burst,spike,1777001399.342756,1777001399.615201,272.4449634552002,200,
258,burst,spike,1777001399.347212,1777001399.54799,200.77800750732422,200,
259,burst,spike,1777001399.347295,1777001399.647711,300.4159927368164,200,
260,burst,spike,1777001399.348614,1777001399.623043,274.4290828704834,200,
261,burst,spike,1777001399.35058,1777001399.5631192,212.5391960144043,200,
262,burst,spike,1777001399.3526962,1777001399.6160698,263.37361335754395,200,
263,burst,spike,1777001399.354592,1777001399.7430642,388.4720802307129,200,
264,burst,spike,1777001399.356976,1777001399.690861,333.88495445251465,200,
265,burst,spike,1777001399.358666,1777001399.5512462,192.5802230834961,200,
266,burst,spike,1777001399.360752,1777001399.589036,228.28388214111328,200,
267,burst,spike,1777001399.362779,1777001399.6367092,273.93031120300293,200,
268,burst,spike,1777001399.364893,1777001399.577421,212.52799034118652,200,
269,burst,spike,1777001399.366605,1777001399.585349,218.74403953552246,200,
270,burst,spike,1777001399.368605,1777001399.580938,212.33320236206055,200,
271,burst,spike,1777001399.3705611,1777001399.57829,207.72886276245117,200,
272,burst,spike,1777001399.372669,1777001399.706249,333.58001708984375,200,
273,burst,spike,1777001399.374621,1777001399.7118511,337.2302055358887,200,
274,burst,spike,1777001399.3766131,1777001399.581794,205.18088340759277,200,
275,burst,spike,1777001399.378666,1777001399.598689,220.02315521240234,200,
276,burst,spike,1777001399.381197,1777001399.699239,318.0420398712158,200,
277,burst,spike,1777001399.382647,1777001399.577924,195.27697563171387,200,
278,burst,spike,1777001399.384834,1777001399.605037,220.20292282104492,200,
279,burst,spike,1777001399.386667,1777001399.708896,322.22890853881836,200,
280,burst,spike,1777001399.388543,1777001399.591093,202.55017280578613,200,
281,burst,spike,1777001399.390572,1777001399.5806599,190.08779525756836,200,
282,burst,spike,1777001399.392586,1777001399.611074,218.48797798156738,200,
283,burst,spike,1777001399.394746,1777001399.599092,204.3459415435791,200,
284,burst,spike,1777001399.396736,1777001399.5911748,194.43893432617188,200,
285,burst,spike,1777001399.399824,1777001399.604981,205.15704154968262,200,
286,burst,spike,1777001399.400585,1777001399.614976,214.39099311828613,200,
287,burst,spike,1777001399.402594,1777001399.5816882,179.0940761566162,200,
288,burst,spike,1777001399.404522,1777001399.748864,344.3419933319092,200,
289,burst,spike,1777001399.406604,1777001399.622918,216.31383895874023,200,
290,burst,spike,1777001399.408556,1777001399.611238,202.6820182800293,200,
291,burst,spike,1777001399.410681,1777001399.725337,314.65601921081543,200,
292,burst,spike,1777001399.413315,1777001399.612959,199.6438503265381,200,
293,burst,spike,1777001399.414635,1777001399.622537,207.9019546508789,200,
294,burst,spike,1777001399.416747,1777001399.636645,219.89798545837402,200,
295,burst,spike,1777001399.4187572,1777001399.6351418,216.3846492767334,200,
296,burst,spike,1777001399.420919,1777001399.6600761,239.15719985961914,200,
297,burst,spike,1777001399.422688,1777001399.659876,237.18810081481934,200,
298,burst,spike,1777001399.425163,1777001399.767814,342.6508903503418,200,
299,burst,spike,1777001399.426535,1777001399.767927,341.39204025268555,200,
300,burst,spike,1777001399.428732,1777001399.7329018,304.1698932647705,200,
301,burst,spike,1777001399.430701,1777001399.6363368,205.63578605651855,200,
302,burst,spike,1777001399.4327738,1777001399.767781,335.0071907043457,200,
303,burst,spike,1777001399.4345589,1777001399.659942,225.38304328918457,200,
304,burst,spike,1777001399.4367208,1777001399.647541,210.82019805908203,200,
305,burst,spike,1777001399.438716,1777001399.692694,253.97801399230957,200,
306,burst,spike,1777001399.4405131,1777001399.692373,251.8599033355713,200,
307,burst,spike,1777001399.44272,1777001399.647407,204.68711853027344,200,
308,burst,spike,1777001399.444695,1777001399.851276,406.58092498779297,200,
309,burst,spike,1777001399.4467058,1777001399.767673,320.9671974182129,200,
310,burst,spike,1777001399.448691,1777001399.647477,198.78602027893066,200,
311,burst,spike,1777001399.450697,1777001399.659729,209.0320587158203,200,
312,burst,spike,1777001399.4525251,1777001399.6919491,239.4239902496338,200,
313,burst,spike,1777001399.45462,1777001399.7879412,333.32133293151855,200,
314,burst,spike,1777001399.456725,1777001399.690627,233.9022159576416,200,
315,burst,spike,1777001399.458678,1777001399.666272,207.5939178466797,200,
316,burst,spike,1777001399.460603,1777001399.69228,231.67705535888672,200,
317,burst,spike,1777001399.4625869,1777001399.690911,228.32417488098145,200,
318,burst,spike,1777001399.46461,1777001399.692555,227.94485092163086,200,
319,burst,spike,1777001399.46672,1777001399.7677472,301.0270595550537,200,
320,burst,spike,1777001399.468684,1777001399.6921432,223.45924377441406,200,
321,burst,spike,1777001399.4705129,1777001399.6921878,221.67491912841797,200,
322,burst,spike,1777001399.472703,1777001399.690578,217.87500381469727,200,
323,burst,spike,1777001399.474514,1777001399.692045,217.5309658050537,200,
324,burst,spike,1777001399.4766998,1777001399.69297,216.27020835876465,200,
325,burst,spike,1777001399.478474,1777001399.8040571,325.58321952819824,200,
326,burst,spike,1777001399.480705,1777001399.6923258,211.62080764770508,200,
327,burst,spike,1777001399.4826722,1777001399.692234,209.56182479858398,200,
328,burst,spike,1777001399.484681,1777001399.693917,209.23614501953125,200,
329,burst,spike,1777001399.4865432,1777001399.69251,205.96671104431152,200,
330,burst,spike,1777001399.4885278,1777001399.693869,205.34133911132812,200,
331,burst,spike,1777001399.4905019,1777001399.6926022,202.10027694702148,200,
332,burst,spike,1777001399.492652,1777001399.692738,200.08611679077148,200,
333,burst,spike,1777001399.494642,1777001399.692877,198.23503494262695,200,
334,burst,spike,1777001399.496533,1777001399.692924,196.39110565185547,200,
335,burst,spike,1777001399.498504,1777001399.6930602,194.55623626708984,200,
336,burst,spike,1777001399.500693,1777001399.690722,190.02890586853027,200,
337,burst,spike,1777001399.502671,1777001399.693821,191.14995002746582,200,
338,burst,spike,1777001399.504621,1777001399.711948,207.32688903808594,200,
339,burst,spike,1777001399.506669,1777001399.693016,186.34700775146484,200,
340,burst,spike,1777001399.508668,1777001399.70901,200.34193992614746,200,
341,burst,spike,1777001399.511498,1777001399.699039,187.54100799560547,200,
342,burst,spike,1777001399.512579,1777001399.6991942,186.6152286529541,200,
343,burst,spike,1777001399.514544,1777001399.732953,218.40906143188477,200,
344,burst,spike,1777001399.5164979,1777001399.71394,197.44205474853516,200,
345,burst,spike,1777001399.518663,1777001399.7088408,190.17791748046875,200,
346,burst,spike,1777001399.5205371,1777001399.703988,183.45093727111816,200,
347,burst,spike,1777001399.5226822,1777001399.711904,189.22185897827148,200,
348,burst,spike,1777001399.524514,1777001399.7118,187.2861385345459,200,
349,burst,spike,1777001399.526603,1777001399.726777,200.17409324645996,200,
350,burst,spike,1777001399.528571,1777001399.732998,204.42700386047363,200,
351,burst,spike,1777001399.5306702,1777001399.715391,184.7207546234131,200,
352,burst,spike,1777001399.532653,1777001399.715144,182.49082565307617,200,
353,burst,spike,1777001399.5346508,1777001399.723022,188.3711814880371,200,
354,burst,spike,1777001399.5366552,1777001399.728859,192.20376014709473,200,
355,burst,spike,1777001399.538623,1777001399.723205,184.58199501037598,200,
356,burst,spike,1777001399.540612,1777001399.748917,208.30512046813965,200,
357,burst,spike,1777001399.5427048,1777001399.740167,197.4620819091797,200,
358,burst,spike,1777001399.5450208,1777001399.7331772,188.1563663482666,200,
359,burst,spike,1777001399.546535,1777001399.74295,196.41494750976562,200,
360,burst,spike,1777001399.548469,1777001399.740452,191.98298454284668,200,
361,burst,spike,1777001399.5506718,1777001399.754678,204.00619506835938,200,
362,burst,spike,1777001399.5525188,1777001399.767712,215.1932716369629,200,
363,burst,spike,1777001399.5546649,1777001399.74051,185.84513664245605,200,
364,burst,spike,1777001399.5566661,1777001399.733233,176.56683921813965,200,
365,burst,spike,1777001399.5585659,1777001399.767328,208.76216888427734,200,
366,burst,spike,1777001399.560599,1777001399.754726,194.12684440612793,200,
367,burst,spike,1777001399.562544,1777001399.729913,167.36888885498047,200,
368,burst,spike,1777001399.5646012,1777001399.75438,189.77880477905273,200,
369,burst,spike,1777001399.566645,1777001399.740368,173.7229824066162,200,
370,burst,spike,1777001399.568795,1777001399.788179,219.38395500183105,200,
371,burst,spike,1777001399.5705888,1777001399.756133,185.54425239562988,200,
372,burst,spike,1777001399.572769,1777001399.74896,176.1910915374756,200,
373,burst,spike,1777001399.574614,1777001399.756006,181.39195442199707,200,
374,burst,spike,1777001399.576637,1777001399.76785,191.21289253234863,200,
375,burst,spike,1777001399.578624,1777001399.786533,207.90910720825195,200,
376,burst,spike,1777001399.580788,1777001399.786481,205.69300651550293,200,
377,burst,spike,1777001399.582502,1777001399.76789,185.38808822631836,200,
378,burst,spike,1777001399.5846431,1777001399.791185,206.5417766571045,200,
379,burst,spike,1777001399.586528,1777001399.79646,209.9318504333496,200,
380,burst,spike,1777001399.588636,1777001399.7722921,183.6562156677246,200,
381,burst,spike,1777001399.590569,1777001399.7934568,202.88777351379395,200,
382,burst,spike,1777001399.592573,1777001399.791281,198.70805740356445,200,
383,burst,spike,1777001399.594524,1777001399.788138,193.61400604248047,200,
384,burst,spike,1777001399.5964339,1777001399.796706,200.2720832824707,200,
385,burst,spike,1777001399.5988438,1777001399.7936041,194.76032257080078,200,
386,burst,spike,1777001399.60059,1777001399.7984629,197.87287712097168,200,
387,burst,spike,1777001399.602632,1777001399.7861152,183.48312377929688,200,
388,burst,spike,1777001399.6046422,1777001399.8469498,242.3076629638672,200,
389,burst,spike,1777001399.6065128,1777001399.775166,168.6532497406006,200,
