request_id,function_label,phase,timestamp_sent,timestamp_received,latency_ms,http_status,lambda_request_id,error,response_snippet,execution_ms,memory_used_mb,cost_usd
135,exp1-java-arm,warmup,1777022554.5655591,1777022554.835236,269.67692375183105,200,37874815-2e0f-4d00-aad4-66127fa9cb7e,,,234.460,165.939,0.0000051622
136,exp1-java-arm,warmup,1777022554.617576,1777022554.862087,244.51112747192383,200,2ae1fefe-46f1-44b9-93b7-f6e3dadeb2dc,,,213.140,161.171,0.0000047009
137,exp1-java-arm,warmup,1777022554.667117,1777022554.929215,262.0978355407715,200,74c23ef7-f525-4f54-9bb0-9b35f83a6ffa,,,224.640,164.986,0.0000049426
138,exp1-java-arm,warmup,1777022554.714945,1777022554.9703748,255.42974472045898,200,64bd4222-231b-41e4-b799-e999593c1218,,,216.170,162.125,0.0000047668
139,exp1-java-arm,warmup,1777022554.765926,1777022555.020684,254.75811958312988,200,9b93bd76-edd1-4818-9a62-fa54d72507bf,,,218.830,164.986,0.0000048108
140,exp1-java-arm,warmup,1777022554.816919,1777022555.079791,262.87198066711426,200,4bfa84e3-6a28-4f3c-bec5-f833b0ea3b67,,,226.670,165.939,0.0000049865
141,exp1-java-arm,warmup,1777022554.865558,1777022555.121705,256.1471462249756,200,ab86cce8-09f0-4104-a506-fe86752c7dd7,,,223.540,161.171,0.0000049206
142,exp1-java-arm,warmup,1777022554.9168909,1777022555.192579,275.68817138671875,200,b79cff6b-e0b1-4bbd-be74-1acb2e8605a7,,,238.750,164.986,0.0000052501
143,exp1-java-arm,warmup,1777022554.966381,1777022555.200447,234.06600952148438,200,61dd00db-176b-4935-8261-7cd6e49df404,,,198.120,162.125,0.0000043714
144,exp1-java-arm,warmup,1777022555.0170162,1777022555.280433,263.4167671203613,200,feb8e426-e10b-4acb-b5ec-a41300c6bc43,,,225.430,164.986,0.0000049645
145,exp1-java-arm,warmup,1777022555.066554,1777022555.313866,247.31183052062988,200,1b2fd0a2-cbcb-4891-bd93-e7b532bd88c7,,,208.440,166.893,0.0000045911
146,exp1-java-arm,warmup,1777022555.11694,1777022555.365521,248.5809326171875,200,6e719efa-270b-4d17-9550-71de70e3d575,,,213.100,161.171,0.0000047009
147,exp1-java-arm,warmup,1777022555.166904,1777022555.430443,263.53907585144043,200,9bf1a58b-c646-4520-ba74-04848c2ccdc3,,,228.810,164.986,0.0000050304
148,exp1-java-arm,warmup,1777022555.216921,1777022555.4685252,251.6040802001953,200,22329d9c-d550-4272-b167-151e9c39cf72,,,215.990,163.078,0.0000047449
149,exp1-java-arm,warmup,1777022555.2667909,1777022555.528547,261.75618171691895,200,50542e5f-b86e-4e92-9257-9889fe15374d,,,226.490,164.986,0.0000049865
150,exp1-java-arm,warmup,1777022555.3150358,1777022555.529383,214.34712409973145,200,56813555-154a-45a4-a92f-4167a279f23e,,,180.700,166.893,0.0000039760
151,exp1-java-arm,warmup,1777022555.3655958,1777022555.623014,257.418155670166,200,0c1ad42e-7655-4ea5-946e-2400df2b02dd,,,215.490,161.171,0.0000047449
152,exp1-java-arm,warmup,1777022555.41682,1777022555.676786,259.9658966064453,200,c7515528-816d-45c1-8015-87e19c6ac57e,,,219.630,164.986,0.0000048327
153,exp1-java-arm,warmup,1777022555.466843,1777022555.701934,235.0912094116211,200,a928eb9f-ab93-4705-b18c-50c909d03dbe,,,196.390,163.078,0.0000043275
154,exp1-java-arm,warmup,1777022555.5168152,1777022555.764687,247.87187576293945,200,0cbce371-4d4e-4935-b2c3-c15f9618a73a,,,213.720,166.893,0.0000047009
